date,energy_charge
22-Oct-18,869.310516
23-Oct-18,923.413256
24-Oct-18,916.691149
25-Oct-18,917.433539
26-Oct-18,919.677195
27-Oct-18,851.076246
28-Oct-18,740.298173
29-Oct-18,861.094921
30-Oct-18,894.623227
31-Oct-18,936.820374
1-Nov-18,941.689521
2-Nov-18,815.237408
3-Nov-18,833.073465
4-Nov-18,770.7137395
5-Nov-18,877.965777
6-Nov-18,890.799464
7-Nov-18,899.989249
8-Nov-18,886.081976
9-Nov-18,871.590532
10-Nov-18,817.674927
11-Nov-18,756.754275
12-Nov-18,922.238809
13-Nov-18,968.551339
14-Nov-18,992.857082
15-Nov-18,894.95575
16-Nov-18,909.870086
17-Nov-18,827.024919
18-Nov-18,779.770105
19-Nov-18,894.869415
20-Nov-18,849.119825
21-Nov-18,875.448678
22-Nov-18,906.933415
23-Nov-18,937.282562
24-Nov-18,867.34447
25-Nov-18,786.289679
26-Nov-18,894.586303
27-Nov-18,913.13979
28-Nov-18,926.90054
29-Nov-18,958.142971
30-Nov-18,970.931376
1-Dec-18,884.749836
2-Dec-18,790.48471
3-Dec-18,897.065987
4-Dec-18,925.726364
5-Dec-18,959.403673
6-Dec-18,961.804044
7-Dec-18,940.472979
8-Dec-18,815.630324
9-Dec-18,733.018309
